0.000000000000000000e+00,-6.870361458237657323e+06,-1.221648760180465411e+06,1.206646228442704160e+04,-1.668231825236640873e+02,1.012147170207618615e+03,7.487925617584307474e+03,6.978139999999997206e+06,2.487851160985756224e-16,9.779999999999999716e+01,0.000000000000000000e+00,1.900961999999999819e+02,9.999999999999377442e-02,1.715775933366608797e+03,6.978139069022314623e+06,-3.170031124707346862e+03,1.537289853263759596e+03,3.023465771228075027e+00,7.487563562141149305e+03
1.000000000000000000e+01,-6.871626148854698986e+06,-1.211455737050066702e+06,8.694353674108075211e+04,-8.611247768387217150e+01,1.026437498245882352e+03,7.487342286146987135e+03,6.978136676442605443e+06,1.469678711255437914e-05,9.780000183248679946e+01,9.226820306471961430e+01,1.900962000154787575e+02,2.684523543753757622e+02,1.708809286502870964e+04,6.977750110095745884e+06,7.170431770314206369e+04,1.537123194301664626e+03,-8.081444045994430780e+01,7.487159221141818307e+03
2.000000000000000000e+01,-6.872083674474718980e+06,-1.201120412183884531e+06,1.618103684275255364e+05,-5.391777905001809756e+00,1.040607236267396502e+03,7.485877084315092361e+03,6.978128997503328137e+06,2.940352454197013793e-05,9.780000611631082563e+01,9.379585330365658535e+01,1.900962000955130691e+02,2.675452615380190764e+02,3.245723314280220438e+04,6.976522813646053895e+06,1.465702137892845785e+05,1.536654531844345911e+03,-1.646423168452456594e+02,7.485873031041119248e+03
3.000000000000000000e+01,-6.871733982992964797e+06,-1.190643999890570296e+06,2.366581394408321066e+05,7.532934782019107445e+01,1.054654705025133580e+03,7.483530190074913662e+03,6.978116967141137458e+06,4.412613277612988441e-05,9.780001284927304539e+01,9.532244305154128483e+01,1.900962002936723536e+02,2.666392291641514021e+02,4.782017708532697725e+04,6.974457331628696062e+06,2.214188393376757158e+05,1.535883944737186539e+03,-2.484498323509469628e+02,7.483705148610431934e+03
4.000000000000000000e+01,-6.870577117994724773e+06,-1.180027731197429122e+06,3.114780341913818847e+05,1.560413306382126848e+02,1.068578240063728799e+03,7.480301888098683776e+03,6.978100591359776445e+06,5.887048617550156741e-05,9.780002202803369471e+01,9.684760626865596578e+01,1.900962006634629233e+02,2.657346233045008148e+02,6.317390604683215497e+04,6.971553919296596199e+06,2.962413786533790990e+05,1.534811561338676256e+03,-3.322266587000340223e+02,7.480655837301864267e+03
5.000000000000000000e+01,-6.868613218748209998e+06,-1.169272853701509535e+06,3.862612404695432633e+05,2.367346030652443858e+02,1.082376191932474285e+03,7.476192569700354397e+03,6.978079878205319867e+06,7.364239567573429407e-05,9.780003364811412325e+01,9.837098061434741680e+01,1.900962012583036369e+02,2.648318063108084743e+02,7.851540292497813061e+04,6.967812935165748931e+06,3.710290192092584912e+05,1.533437562329258299e+03,-4.159624718306586146e+02,7.476725467212848343e+03
6.000000000000000000e+01,-6.865842520184712484e+06,-1.158380631418501493e+06,4.609989505118007655e+05,3.173996002170342763e+02,1.096046926395999208e+03,7.471202732775345794e+03,6.978054837762038223e+06,8.844759175641780848e-05,9.780004770389888336e+01,9.989220839990210266e+01,1.900962021315008030e+02,2.639311358829718301e+02,9.384165267140691867e+04,6.963234840966449119e+06,4.457729527121516876e+05,1.531762177896918729e+03,-4.996469532269985052e+02,7.471914515027776361e+03
7.000000000000000000e+01,-6.862265352866051719e+06,-1.147352344629470026e+06,5.356823620661759051e+05,3.980267610380123529e+02,1.109588824642590907e+03,7.465332981724242018e+03,6.978025482146537863e+06,1.032917077446050662e-04,9.780006418863864326e+01,1.014109375141339626e+02,1.900962033362240788e+02,2.630329641434754535e+02,1.091496427999340667e+05,6.957820201580211520e+06,5.204643761683655321e+05,1.529785690082251676e+03,-5.832697913516312838e+02,7.466223563944804482e+03
8.000000000000000000e+01,-6.857882142939846963e+06,-1.136189289725535549e+06,6.103026794568124460e+05,4.786065295293892063e+02,1.123000283490117909e+03,7.458584027360423534e+03,6.977991825501132756e+06,1.181802635142926858e-04,9.780008309445329928e+01,1.029268222844976179e+02,1.900962049254812598e+02,2.621376367762964037e+02,1.244363638942992402e+05,6.951569684962937608e+06,5.950944929483598098e+05,1.527508430743269855e+03,-6.668206829894334078e+02,7.459653303586179391e+03
9.000000000000000000e+01,-6.852693412083158270e+06,-1.124892779050617944e+06,6.848511146476004506e+05,5.591293559760039216e+02,1.136279715589498210e+03,7.450956686801589967e+03,6.977953883987444453e+06,1.331186496409710312e-04,9.780010441233579854e+01,1.044395242657436853e+02,1.900962069520942919e+02,2.612454922382675591e+02,1.396988101171693706e+05,6.944484062054840848e+06,6.696545138504990609e+05,1.524930783483199775e+03,-7.502893346846103668e+02,7.452204529892303981e+03
